"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","CPI","TOT","AGRWTH","M","1990-08",6.083592,
"CHE","CPI","TOT","AGRWTH","M","1990-09",6.126025,
"CHE","CPI","TOT","AGRWTH","M","1990-10",6.352086,
"CHE","CPI","TOT","AGRWTH","M","1990-11",6.055734,
"CHE","CPI","TOT","AGRWTH","M","1990-12",5.276045,
"CHE","CPI","TOT","AGRWTH","M","1991-01",5.509524,
"CHE","CPI","TOT","AGRWTH","M","1991-02",6.21385,
"CHE","CPI","TOT","AGRWTH","M","1991-03",5.865631,
"CHE","CPI","TOT","AGRWTH","M","1991-04",5.90198,
"CHE","CPI","TOT","AGRWTH","M","1991-05",6.278922,
"CHE","CPI","TOT","AGRWTH","M","1991-06",6.566899,
"CHE","CPI","TOT","AGRWTH","M","1991-07",6.551228,
"CHE","CPI","TOT","AGRWTH","M","1991-08",5.972764,
"CHE","CPI","TOT","AGRWTH","M","1991-09",5.675825,
"CHE","CPI","TOT","AGRWTH","M","1991-10",5.129018,
"CHE","CPI","TOT","AGRWTH","M","1991-11",5.471599,
"CHE","CPI","TOT","AGRWTH","M","1991-12",5.226864,
"CHE","CPI","TOT","AGRWTH","M","1992-01",4.87077,
"CHE","CPI","TOT","AGRWTH","M","1992-02",4.579569,
"CHE","CPI","TOT","AGRWTH","M","1992-03",4.868876,
"CHE","CPI","TOT","AGRWTH","M","1992-04",4.784544,
"CHE","CPI","TOT","AGRWTH","M","1992-05",4.181328,
"CHE","CPI","TOT","AGRWTH","M","1992-06",4.167513,
"CHE","CPI","TOT","AGRWTH","M","1992-07",3.818192,
"CHE","CPI","TOT","AGRWTH","M","1992-08",3.550934,
"CHE","CPI","TOT","AGRWTH","M","1992-09",3.472597,
"CHE","CPI","TOT","AGRWTH","M","1992-10",3.531166,
"CHE","CPI","TOT","AGRWTH","M","1992-11",3.286383,
"CHE","CPI","TOT","AGRWTH","M","1992-12",3.42085,
"CHE","CPI","TOT","AGRWTH","M","1993-01",3.464531,
"CHE","CPI","TOT","AGRWTH","M","1993-02",3.390863,
"CHE","CPI","TOT","AGRWTH","M","1993-03",3.638699,
"CHE","CPI","TOT","AGRWTH","M","1993-04",3.78806,
"CHE","CPI","TOT","AGRWTH","M","1993-05",3.575992,
"CHE","CPI","TOT","AGRWTH","M","1993-06",3.139717,
"CHE","CPI","TOT","AGRWTH","M","1993-07",3.386952,
"CHE","CPI","TOT","AGRWTH","M","1993-08",3.625653,
"CHE","CPI","TOT","AGRWTH","M","1993-09",3.440064,
"CHE","CPI","TOT","AGRWTH","M","1993-10",3.367152,
"CHE","CPI","TOT","AGRWTH","M","1993-11",2.244305,
"CHE","CPI","TOT","AGRWTH","M","1993-12",2.482276,
"CHE","CPI","TOT","AGRWTH","M","1994-01",2.078717,
"CHE","CPI","TOT","AGRWTH","M","1994-02",1.839338,
"CHE","CPI","TOT","AGRWTH","M","1994-03",1.301596,
"CHE","CPI","TOT","AGRWTH","M","1994-04",1.047364,
"CHE","CPI","TOT","AGRWTH","M","1994-05",0.3612916,
"CHE","CPI","TOT","AGRWTH","M","1994-06",0.5450196,
"CHE","CPI","TOT","AGRWTH","M","1994-07",0.5898786,
"CHE","CPI","TOT","AGRWTH","M","1994-08",0.4893605,
"CHE","CPI","TOT","AGRWTH","M","1994-09",0.5918575,
"CHE","CPI","TOT","AGRWTH","M","1994-10",0.4341789,
"CHE","CPI","TOT","AGRWTH","M","1994-11",0.5625301,
"CHE","CPI","TOT","AGRWTH","M","1994-12",0.4201311,
"CHE","CPI","TOT","AGRWTH","M","1995-01",1.014815,
"CHE","CPI","TOT","AGRWTH","M","1995-02",1.503453,
"CHE","CPI","TOT","AGRWTH","M","1995-03",1.563982,
"CHE","CPI","TOT","AGRWTH","M","1995-04",1.596455,
"CHE","CPI","TOT","AGRWTH","M","1995-05",2.038482,
"CHE","CPI","TOT","AGRWTH","M","1995-06",2.080206,
"CHE","CPI","TOT","AGRWTH","M","1995-07",2.029099,
"CHE","CPI","TOT","AGRWTH","M","1995-08",1.952061,
"CHE","CPI","TOT","AGRWTH","M","1995-09",1.998031,
"CHE","CPI","TOT","AGRWTH","M","1995-10",1.971283,
"CHE","CPI","TOT","AGRWTH","M","1995-11",1.90251,
"CHE","CPI","TOT","AGRWTH","M","1995-12",1.948069,
"CHE","CPI","TOT","AGRWTH","M","1996-01",1.518467,
"CHE","CPI","TOT","AGRWTH","M","1996-02",0.7825188,
"CHE","CPI","TOT","AGRWTH","M","1996-03",0.8985226,
"CHE","CPI","TOT","AGRWTH","M","1996-04",0.9114467,
"CHE","CPI","TOT","AGRWTH","M","1996-05",0.7325667,
"CHE","CPI","TOT","AGRWTH","M","1996-06",0.729241,
"CHE","CPI","TOT","AGRWTH","M","1996-07",0.656329,
"CHE","CPI","TOT","AGRWTH","M","1996-08",0.5979195,
"CHE","CPI","TOT","AGRWTH","M","1996-09",0.5703631,
"CHE","CPI","TOT","AGRWTH","M","1996-10",0.8400753,
"CHE","CPI","TOT","AGRWTH","M","1996-11",0.7296802,
"CHE","CPI","TOT","AGRWTH","M","1996-12",0.7813386,
"CHE","CPI","TOT","AGRWTH","M","1997-01",0.8300596,
"CHE","CPI","TOT","AGRWTH","M","1997-02",0.8452847,
"CHE","CPI","TOT","AGRWTH","M","1997-03",0.5228446,
"CHE","CPI","TOT","AGRWTH","M","1997-04",0.5221196,
"CHE","CPI","TOT","AGRWTH","M","1997-05",0.5767003,
"CHE","CPI","TOT","AGRWTH","M","1997-06",0.4817285,
"CHE","CPI","TOT","AGRWTH","M","1997-07",0.5128886,
"CHE","CPI","TOT","AGRWTH","M","1997-08",0.4744862,
"CHE","CPI","TOT","AGRWTH","M","1997-09",0.4141961,
"CHE","CPI","TOT","AGRWTH","M","1997-10",0.2618304,
"CHE","CPI","TOT","AGRWTH","M","1997-11",0.4169232,
"CHE","CPI","TOT","AGRWTH","M","1997-12",0.3863294,
"CHE","CPI","TOT","AGRWTH","M","1998-01",0.01546272,
"CHE","CPI","TOT","AGRWTH","M","1998-02",-0.03706731,
"CHE","CPI","TOT","AGRWTH","M","1998-03",0.03298408,
"CHE","CPI","TOT","AGRWTH","M","1998-04",-0.02251201,
"CHE","CPI","TOT","AGRWTH","M","1998-05",0.08236531,
"CHE","CPI","TOT","AGRWTH","M","1998-06",0.1009188,
"CHE","CPI","TOT","AGRWTH","M","1998-07",0.07517148,
"CHE","CPI","TOT","AGRWTH","M","1998-08",0.1396706,
"CHE","CPI","TOT","AGRWTH","M","1998-09",0.06161731,
"CHE","CPI","TOT","AGRWTH","M","1998-10",0.03428978,
"CHE","CPI","TOT","AGRWTH","M","1998-11",-0.09854416,
"CHE","CPI","TOT","AGRWTH","M","1998-12",-0.1684775,
"CHE","CPI","TOT","AGRWTH","M","1999-01",0.07294661,
"CHE","CPI","TOT","AGRWTH","M","1999-02",0.2880578,
"CHE","CPI","TOT","AGRWTH","M","1999-03",0.467066,
"CHE","CPI","TOT","AGRWTH","M","1999-04",0.5937113,
"CHE","CPI","TOT","AGRWTH","M","1999-05",0.5757557,
"CHE","CPI","TOT","AGRWTH","M","1999-06",0.5740913,
"CHE","CPI","TOT","AGRWTH","M","1999-07",0.7350152,
"CHE","CPI","TOT","AGRWTH","M","1999-08",0.9458914,
"CHE","CPI","TOT","AGRWTH","M","1999-09",1.217444,
"CHE","CPI","TOT","AGRWTH","M","1999-10",1.236512,
"CHE","CPI","TOT","AGRWTH","M","1999-11",1.304355,
"CHE","CPI","TOT","AGRWTH","M","1999-12",1.668104,
"CHE","CPI","TOT","AGRWTH","M","2000-01",1.585378,
"CHE","CPI","TOT","AGRWTH","M","2000-02",1.623736,
"CHE","CPI","TOT","AGRWTH","M","2000-03",1.482962,
"CHE","CPI","TOT","AGRWTH","M","2000-04",1.402418,
"CHE","CPI","TOT","AGRWTH","M","2000-05",1.580496,
"CHE","CPI","TOT","AGRWTH","M","2000-06",1.839098,
"CHE","CPI","TOT","AGRWTH","M","2000-07",1.888741,
"CHE","CPI","TOT","AGRWTH","M","2000-08",1.124735,
"CHE","CPI","TOT","AGRWTH","M","2000-09",1.439921,
"CHE","CPI","TOT","AGRWTH","M","2000-10",1.332339,
"CHE","CPI","TOT","AGRWTH","M","2000-11",1.912458,
"CHE","CPI","TOT","AGRWTH","M","2000-12",1.4934,
"CHE","CPI","TOT","AGRWTH","M","2001-01",1.295461,
"CHE","CPI","TOT","AGRWTH","M","2001-02",0.779637,
"CHE","CPI","TOT","AGRWTH","M","2001-03",0.9757597,
"CHE","CPI","TOT","AGRWTH","M","2001-04",1.166648,
"CHE","CPI","TOT","AGRWTH","M","2001-05",1.76577,
"CHE","CPI","TOT","AGRWTH","M","2001-06",1.580429,
"CHE","CPI","TOT","AGRWTH","M","2001-07",1.351633,
"CHE","CPI","TOT","AGRWTH","M","2001-08",1.050885,
"CHE","CPI","TOT","AGRWTH","M","2001-09",0.6749848,
"CHE","CPI","TOT","AGRWTH","M","2001-10",0.6302018,
"CHE","CPI","TOT","AGRWTH","M","2001-11",0.2869489,
"CHE","CPI","TOT","AGRWTH","M","2001-12",0.3251991,
"CHE","CPI","TOT","AGRWTH","M","2002-01",0.5214534,
"CHE","CPI","TOT","AGRWTH","M","2002-02",0.6544999,
"CHE","CPI","TOT","AGRWTH","M","2002-03",0.5094852,
"CHE","CPI","TOT","AGRWTH","M","2002-04",1.097221,
"CHE","CPI","TOT","AGRWTH","M","2002-05",0.6480272,
"CHE","CPI","TOT","AGRWTH","M","2002-06",0.3258601,
"CHE","CPI","TOT","AGRWTH","M","2002-07",-0.05166746,
"CHE","CPI","TOT","AGRWTH","M","2002-08",0.4725541,
"CHE","CPI","TOT","AGRWTH","M","2002-09",0.4968977,
"CHE","CPI","TOT","AGRWTH","M","2002-10",1.23712,
"CHE","CPI","TOT","AGRWTH","M","2002-11",0.9155459,
"CHE","CPI","TOT","AGRWTH","M","2002-12",0.8908195,
"CHE","CPI","TOT","AGRWTH","M","2003-01",0.8467,
"CHE","CPI","TOT","AGRWTH","M","2003-02",0.9491754,
"CHE","CPI","TOT","AGRWTH","M","2003-03",1.339085,
"CHE","CPI","TOT","AGRWTH","M","2003-04",0.671791,
"CHE","CPI","TOT","AGRWTH","M","2003-05",0.4140629,
"CHE","CPI","TOT","AGRWTH","M","2003-06",0.5481158,
"CHE","CPI","TOT","AGRWTH","M","2003-07",0.2705293,
"CHE","CPI","TOT","AGRWTH","M","2003-08",0.5372521,
"CHE","CPI","TOT","AGRWTH","M","2003-09",0.530364,
"CHE","CPI","TOT","AGRWTH","M","2003-10",0.4537735,
"CHE","CPI","TOT","AGRWTH","M","2003-11",0.5126108,
"CHE","CPI","TOT","AGRWTH","M","2003-12",0.5938203,
"CHE","CPI","TOT","AGRWTH","M","2004-01",0.172403,
"CHE","CPI","TOT","AGRWTH","M","2004-02",0.09064917,
"CHE","CPI","TOT","AGRWTH","M","2004-03",-0.09703136,
"CHE","CPI","TOT","AGRWTH","M","2004-04",0.5459229,
"CHE","CPI","TOT","AGRWTH","M","2004-05",0.9399631,
"CHE","CPI","TOT","AGRWTH","M","2004-06",1.11204,
"CHE","CPI","TOT","AGRWTH","M","2004-07",0.8624169,
"CHE","CPI","TOT","AGRWTH","M","2004-08",1.001052,
"CHE","CPI","TOT","AGRWTH","M","2004-09",0.8608367,
"CHE","CPI","TOT","AGRWTH","M","2004-10",1.292668,
"CHE","CPI","TOT","AGRWTH","M","2004-11",1.517432,
"CHE","CPI","TOT","AGRWTH","M","2004-12",1.33171,
"CHE","CPI","TOT","AGRWTH","M","2005-01",1.204848,
"CHE","CPI","TOT","AGRWTH","M","2005-02",1.410244,
"CHE","CPI","TOT","AGRWTH","M","2005-03",1.441198,
"CHE","CPI","TOT","AGRWTH","M","2005-04",1.415957,
"CHE","CPI","TOT","AGRWTH","M","2005-05",1.08177,
"CHE","CPI","TOT","AGRWTH","M","2005-06",0.6808151,
"CHE","CPI","TOT","AGRWTH","M","2005-07",1.189098,
"CHE","CPI","TOT","AGRWTH","M","2005-08",0.9607608,
"CHE","CPI","TOT","AGRWTH","M","2005-09",1.396591,
"CHE","CPI","TOT","AGRWTH","M","2005-10",1.33317,
"CHE","CPI","TOT","AGRWTH","M","2005-11",0.9515855,
"CHE","CPI","TOT","AGRWTH","M","2005-12",1.006393,
"CHE","CPI","TOT","AGRWTH","M","2006-01",1.29081,
"CHE","CPI","TOT","AGRWTH","M","2006-02",1.383652,
"CHE","CPI","TOT","AGRWTH","M","2006-03",1.028831,
"CHE","CPI","TOT","AGRWTH","M","2006-04",1.059177,
"CHE","CPI","TOT","AGRWTH","M","2006-05",1.361888,
"CHE","CPI","TOT","AGRWTH","M","2006-06",1.562134,
"CHE","CPI","TOT","AGRWTH","M","2006-07",1.424719,
"CHE","CPI","TOT","AGRWTH","M","2006-08",1.452136,
"CHE","CPI","TOT","AGRWTH","M","2006-09",0.793958,
"CHE","CPI","TOT","AGRWTH","M","2006-10",0.2587231,
"CHE","CPI","TOT","AGRWTH","M","2006-11",0.4976379,
"CHE","CPI","TOT","AGRWTH","M","2006-12",0.6210557,
"CHE","CPI","TOT","AGRWTH","M","2007-01",0.1021764,
"CHE","CPI","TOT","AGRWTH","M","2007-02",-0.01144142,
"CHE","CPI","TOT","AGRWTH","M","2007-03",0.1727158,
"CHE","CPI","TOT","AGRWTH","M","2007-04",0.4539854,
"CHE","CPI","TOT","AGRWTH","M","2007-05",0.4879854,
"CHE","CPI","TOT","AGRWTH","M","2007-06",0.6308945,
"CHE","CPI","TOT","AGRWTH","M","2007-07",0.7202842,
"CHE","CPI","TOT","AGRWTH","M","2007-08",0.4357687,
"CHE","CPI","TOT","AGRWTH","M","2007-09",0.7470757,
"CHE","CPI","TOT","AGRWTH","M","2007-10",1.26429,
"CHE","CPI","TOT","AGRWTH","M","2007-11",1.770191,
"CHE","CPI","TOT","AGRWTH","M","2007-12",2.004008,
"CHE","CPI","TOT","AGRWTH","M","2008-01",2.426292,
"CHE","CPI","TOT","AGRWTH","M","2008-02",2.364594,
"CHE","CPI","TOT","AGRWTH","M","2008-03",2.630892,
"CHE","CPI","TOT","AGRWTH","M","2008-04",2.283981,
"CHE","CPI","TOT","AGRWTH","M","2008-05",2.8555,
"CHE","CPI","TOT","AGRWTH","M","2008-06",2.911658,
"CHE","CPI","TOT","AGRWTH","M","2008-07",3.074772,
"CHE","CPI","TOT","AGRWTH","M","2008-08",2.921472,
"CHE","CPI","TOT","AGRWTH","M","2008-09",2.927221,
"CHE","CPI","TOT","AGRWTH","M","2008-10",2.598069,
"CHE","CPI","TOT","AGRWTH","M","2008-11",1.452157,
"CHE","CPI","TOT","AGRWTH","M","2008-12",0.7010068,
"CHE","CPI","TOT","AGRWTH","M","2009-01",0.13908,
"CHE","CPI","TOT","AGRWTH","M","2009-02",0.2375163,
"CHE","CPI","TOT","AGRWTH","M","2009-03",-0.4241361,
"CHE","CPI","TOT","AGRWTH","M","2009-04",-0.3337536,
"CHE","CPI","TOT","AGRWTH","M","2009-05",-0.961154,
"CHE","CPI","TOT","AGRWTH","M","2009-06",-0.9510052,
"CHE","CPI","TOT","AGRWTH","M","2009-07",-1.177709,
"CHE","CPI","TOT","AGRWTH","M","2009-08",-0.8100511,
"CHE","CPI","TOT","AGRWTH","M","2009-09",-0.9224877,
"CHE","CPI","TOT","AGRWTH","M","2009-10",-0.8336549,
"CHE","CPI","TOT","AGRWTH","M","2009-11",0.02391149,
"CHE","CPI","TOT","AGRWTH","M","2009-12",0.2826881,
"CHE","CPI","TOT","AGRWTH","M","2010-01",1.023746,
"CHE","CPI","TOT","AGRWTH","M","2010-02",0.9327145,
"CHE","CPI","TOT","AGRWTH","M","2010-03",1.39971,
"CHE","CPI","TOT","AGRWTH","M","2010-04",1.372658,
"CHE","CPI","TOT","AGRWTH","M","2010-05",1.106686,
"CHE","CPI","TOT","AGRWTH","M","2010-06",0.4863281,
"CHE","CPI","TOT","AGRWTH","M","2010-07",0.4184842,
"CHE","CPI","TOT","AGRWTH","M","2010-08",0.2935003,
"CHE","CPI","TOT","AGRWTH","M","2010-09",0.2830119,
"CHE","CPI","TOT","AGRWTH","M","2010-10",0.1939616,
"CHE","CPI","TOT","AGRWTH","M","2010-11",0.2411068,
"CHE","CPI","TOT","AGRWTH","M","2010-12",0.519572,
"CHE","CPI","TOT","AGRWTH","M","2011-01",0.2784839,
"CHE","CPI","TOT","AGRWTH","M","2011-02",0.5102031,
"CHE","CPI","TOT","AGRWTH","M","2011-03",1.004265,
"CHE","CPI","TOT","AGRWTH","M","2011-04",0.2588865,
"CHE","CPI","TOT","AGRWTH","M","2011-05",0.3690573,
"CHE","CPI","TOT","AGRWTH","M","2011-06",0.5641826,
"CHE","CPI","TOT","AGRWTH","M","2011-07",0.4720441,
"CHE","CPI","TOT","AGRWTH","M","2011-08",0.1922175,
"CHE","CPI","TOT","AGRWTH","M","2011-09",0.4857559,
"CHE","CPI","TOT","AGRWTH","M","2011-10",-0.1125024,
"CHE","CPI","TOT","AGRWTH","M","2011-11",-0.5257328,
"CHE","CPI","TOT","AGRWTH","M","2011-12",-0.7147083,
"CHE","CPI","TOT","AGRWTH","M","2012-01",-0.789483,
"CHE","CPI","TOT","AGRWTH","M","2012-02",-0.8835077,
"CHE","CPI","TOT","AGRWTH","M","2012-03",-0.9542573,
"CHE","CPI","TOT","AGRWTH","M","2012-04",-0.9896104,
"CHE","CPI","TOT","AGRWTH","M","2012-05",-1.01359,
"CHE","CPI","TOT","AGRWTH","M","2012-06",-1.053698,
"CHE","CPI","TOT","AGRWTH","M","2012-07",-0.7141086,
"CHE","CPI","TOT","AGRWTH","M","2012-08",-0.452998,
"CHE","CPI","TOT","AGRWTH","M","2012-09",-0.4113652,
"CHE","CPI","TOT","AGRWTH","M","2012-10",-0.22223,
"CHE","CPI","TOT","AGRWTH","M","2012-11",-0.3754671,
"CHE","CPI","TOT","AGRWTH","M","2012-12",-0.43446,
"CHE","CPI","TOT","AGRWTH","M","2013-01",-0.2696843,
"CHE","CPI","TOT","AGRWTH","M","2013-02",-0.2561671,
"CHE","CPI","TOT","AGRWTH","M","2013-03",-0.5936288,
"CHE","CPI","TOT","AGRWTH","M","2013-04",-0.6343441,
"CHE","CPI","TOT","AGRWTH","M","2013-05",-0.5073508,
"CHE","CPI","TOT","AGRWTH","M","2013-06",-0.1279547,
"CHE","CPI","TOT","AGRWTH","M","2013-07",-0.002752338,
"CHE","CPI","TOT","AGRWTH","M","2013-08",-0.04454233,
"CHE","CPI","TOT","AGRWTH","M","2013-09",-0.05538238,
"CHE","CPI","TOT","AGRWTH","M","2013-10",-0.2552282,
"CHE","CPI","TOT","AGRWTH","M","2013-11",0.07985541,
"CHE","CPI","TOT","AGRWTH","M","2013-12",0.06713167,
"CHE","CPI","TOT","AGRWTH","M","2014-01",0.05437877,
"CHE","CPI","TOT","AGRWTH","M","2014-02",-0.1411062,
"CHE","CPI","TOT","AGRWTH","M","2014-03",0.002847425,
"CHE","CPI","TOT","AGRWTH","M","2014-04",0.0379856,
"CHE","CPI","TOT","AGRWTH","M","2014-05",0.2207019,
"CHE","CPI","TOT","AGRWTH","M","2014-06",0.04966065,
"CHE","CPI","TOT","AGRWTH","M","2014-07",0.03184936,
"CHE","CPI","TOT","AGRWTH","M","2014-08",0.07161428,
"CHE","CPI","TOT","AGRWTH","M","2014-09",-0.08768015,
"CHE","CPI","TOT","AGRWTH","M","2014-10",-0.01266156,
"CHE","CPI","TOT","AGRWTH","M","2014-11",-0.05859243,
"CHE","CPI","TOT","AGRWTH","M","2014-12",-0.3284491,
"CHE","CPI","TOT","AGRWTH","M","2015-01",-0.4851975,
"CHE","CPI","TOT","AGRWTH","M","2015-02",-0.8396546,
"CHE","CPI","TOT","AGRWTH","M","2015-03",-0.8747237,
"CHE","CPI","TOT","AGRWTH","M","2015-04",-1.122652,
"CHE","CPI","TOT","AGRWTH","M","2015-05",-1.181789,
"CHE","CPI","TOT","AGRWTH","M","2015-06",-1.037265,
"CHE","CPI","TOT","AGRWTH","M","2015-07",-1.275927,
"CHE","CPI","TOT","AGRWTH","M","2015-08",-1.402459,
"CHE","CPI","TOT","AGRWTH","M","2015-09",-1.443673,
"CHE","CPI","TOT","AGRWTH","M","2015-10",-1.359866,
"CHE","CPI","TOT","AGRWTH","M","2015-11",-1.392509,
"CHE","CPI","TOT","AGRWTH","M","2015-12",-1.308355,
"CHE","CPI","TOT","AGRWTH","M","2016-01",-1.266732,
"CHE","CPI","TOT","AGRWTH","M","2016-02",-0.8284798,
"CHE","CPI","TOT","AGRWTH","M","2016-03",-0.8607506,
"CHE","CPI","TOT","AGRWTH","M","2016-04",-0.3518723,
"CHE","CPI","TOT","AGRWTH","M","2016-05",-0.4399569,
"CHE","CPI","TOT","AGRWTH","M","2016-06",-0.374045,
"CHE","CPI","TOT","AGRWTH","M","2016-07",-0.202861,
"CHE","CPI","TOT","AGRWTH","M","2016-08",-0.1430682,
"CHE","CPI","TOT","AGRWTH","M","2016-09",-0.1814716,
"CHE","CPI","TOT","AGRWTH","M","2016-10",-0.2127681,
"CHE","CPI","TOT","AGRWTH","M","2016-11",-0.3383042,
"CHE","CPI","TOT","AGRWTH","M","2016-12",-0.0067,
"CHE","CPI","TOT","AGRWTH","M","2017-01",0.3489557,
"CHE","CPI","TOT","AGRWTH","M","2017-02",0.6460153,
"CHE","CPI","TOT","AGRWTH","M","2017-03",0.5678923,
"CHE","CPI","TOT","AGRWTH","M","2017-04",0.4377588,
"CHE","CPI","TOT","AGRWTH","M","2017-05",0.479389,
"CHE","CPI","TOT","AGRWTH","M","2017-06",0.1972077,
"CHE","CPI","TOT","AGRWTH","M","2017-07",0.3292469,
"CHE","CPI","TOT","AGRWTH","M","2017-08",0.4627675,
"CHE","CPI","TOT","AGRWTH","M","2017-09",0.6520706,
"CHE","CPI","TOT","AGRWTH","M","2017-10",0.6609076,
"CHE","CPI","TOT","AGRWTH","M","2017-11",0.7871262,
"CHE","CPI","TOT","AGRWTH","M","2017-12",0.8386562,
"CHE","CPI","TOT","AGRWTH","M","2018-01",0.7402027,
"CHE","CPI","TOT","AGRWTH","M","2018-02",0.6280298,
"CHE","CPI","TOT","AGRWTH","M","2018-03",0.7953681,
"CHE","CPI","TOT","AGRWTH","M","2018-04",0.8031909,
"CHE","CPI","TOT","AGRWTH","M","2018-05",0.9992321,
"CHE","CPI","TOT","AGRWTH","M","2018-06",1.146528,
"CHE","CPI","TOT","AGRWTH","M","2018-07",1.230351,
"CHE","CPI","TOT","AGRWTH","M","2018-08",1.180957,
"CHE","CPI","TOT","AGRWTH","M","2018-09",0.9894649,
"CHE","CPI","TOT","AGRWTH","M","2018-10",1.106566,
"CHE","CPI","TOT","AGRWTH","M","2018-11",0.9219655,
"CHE","CPI","TOT","AGRWTH","M","2018-12",0.691547,
"OECD","CPI","TOT","AGRWTH","M","1971-01",5.607236,
"OECD","CPI","TOT","AGRWTH","M","1971-02",5.597165,
"OECD","CPI","TOT","AGRWTH","M","1971-03",5.460664,
"OECD","CPI","TOT","AGRWTH","M","1971-04",5.417327,
"OECD","CPI","TOT","AGRWTH","M","1971-05",5.748194,
"OECD","CPI","TOT","AGRWTH","M","1971-06",5.944257,
"OECD","CPI","TOT","AGRWTH","M","1971-07",5.951924,
"OECD","CPI","TOT","AGRWTH","M","1971-08",6.155428,
"OECD","CPI","TOT","AGRWTH","M","1971-09",6.052013,
"OECD","CPI","TOT","AGRWTH","M","1971-10",5.795685,
"OECD","CPI","TOT","AGRWTH","M","1971-11",5.49028,
"OECD","CPI","TOT","AGRWTH","M","1971-12",5.395627,
"OECD","CPI","TOT","AGRWTH","M","1972-01",5.130169,
"OECD","CPI","TOT","AGRWTH","M","1972-02",5.244375,
"OECD","CPI","TOT","AGRWTH","M","1972-03",5.289166,
"OECD","CPI","TOT","AGRWTH","M","1972-04",5.078694,
"OECD","CPI","TOT","AGRWTH","M","1972-05",4.993883,
"OECD","CPI","TOT","AGRWTH","M","1972-06",4.861991,
"OECD","CPI","TOT","AGRWTH","M","1972-07",4.957615,
"OECD","CPI","TOT","AGRWTH","M","1972-08",5.055594,
"OECD","CPI","TOT","AGRWTH","M","1972-09",5.135463,
"OECD","CPI","TOT","AGRWTH","M","1972-10",5.301972,
"OECD","CPI","TOT","AGRWTH","M","1972-11",5.471199,
"OECD","CPI","TOT","AGRWTH","M","1972-12",5.447824,
"OECD","CPI","TOT","AGRWTH","M","1973-01",5.805342,
"OECD","CPI","TOT","AGRWTH","M","1973-02",5.986248,
"OECD","CPI","TOT","AGRWTH","M","1973-03",6.490806,
"OECD","CPI","TOT","AGRWTH","M","1973-04",7.077665,
"OECD","CPI","TOT","AGRWTH","M","1973-05",7.688971,
"OECD","CPI","TOT","AGRWTH","M","1973-06",8.007111,
"OECD","CPI","TOT","AGRWTH","M","1973-07",8.041108,
"OECD","CPI","TOT","AGRWTH","M","1973-08",8.799103,
"OECD","CPI","TOT","AGRWTH","M","1973-09",9.143092,
"OECD","CPI","TOT","AGRWTH","M","1973-10",9.642133,
"OECD","CPI","TOT","AGRWTH","M","1973-11",10.23256,
"OECD","CPI","TOT","AGRWTH","M","1973-12",11.13641,
"OECD","CPI","TOT","AGRWTH","M","1974-01",12.11938,
"OECD","CPI","TOT","AGRWTH","M","1974-02",13.02472,
"OECD","CPI","TOT","AGRWTH","M","1974-03",13.37517,
"OECD","CPI","TOT","AGRWTH","M","1974-04",13.59456,
"OECD","CPI","TOT","AGRWTH","M","1974-05",13.74311,
"OECD","CPI","TOT","AGRWTH","M","1974-06",13.82583,
"OECD","CPI","TOT","AGRWTH","M","1974-07",14.47716,
"OECD","CPI","TOT","AGRWTH","M","1974-08",14.3884,
"OECD","CPI","TOT","AGRWTH","M","1974-09",14.81569,
"OECD","CPI","TOT","AGRWTH","M","1974-10",15.13225,
"OECD","CPI","TOT","AGRWTH","M","1974-11",15.37709,
"OECD","CPI","TOT","AGRWTH","M","1974-12",14.83595,
"OECD","CPI","TOT","AGRWTH","M","1975-01",14.24461,
"OECD","CPI","TOT","AGRWTH","M","1975-02",13.46119,
"OECD","CPI","TOT","AGRWTH","M","1975-03",12.86382,
"OECD","CPI","TOT","AGRWTH","M","1975-04",12.70003,
"OECD","CPI","TOT","AGRWTH","M","1975-05",12.54223,
"OECD","CPI","TOT","AGRWTH","M","1975-06",12.53507,
"OECD","CPI","TOT","AGRWTH","M","1975-07",12.14562,
"OECD","CPI","TOT","AGRWTH","M","1975-08",11.38573,
"OECD","CPI","TOT","AGRWTH","M","1975-09",11.01853,
"OECD","CPI","TOT","AGRWTH","M","1975-10",10.47592,
"OECD","CPI","TOT","AGRWTH","M","1975-11",9.946154,
"OECD","CPI","TOT","AGRWTH","M","1975-12",9.717665,
"OECD","CPI","TOT","AGRWTH","M","1976-01",9.645451,
"OECD","CPI","TOT","AGRWTH","M","1976-02",9.570607,
"OECD","CPI","TOT","AGRWTH","M","1976-03",9.478424,
"OECD","CPI","TOT","AGRWTH","M","1976-04",9.368769,
"OECD","CPI","TOT","AGRWTH","M","1976-05",9.247509,
"OECD","CPI","TOT","AGRWTH","M","1976-06",8.903348,
"OECD","CPI","TOT","AGRWTH","M","1976-07",8.652742,
"OECD","CPI","TOT","AGRWTH","M","1976-08",8.865871,
"OECD","CPI","TOT","AGRWTH","M","1976-09",8.966042,
"OECD","CPI","TOT","AGRWTH","M","1976-10",9.328389,
"OECD","CPI","TOT","AGRWTH","M","1976-11",9.458377,
"OECD","CPI","TOT","AGRWTH","M","1976-12",9.604894,
"OECD","CPI","TOT","AGRWTH","M","1977-01",9.682199,
"OECD","CPI","TOT","AGRWTH","M","1977-02",9.962636,
